county_code,county,ntl_mean,ntl_sum,ntl_max,ntl_median,year
540324,丁青县,0.01592204,927.8900868,24.7125206,0.0,2024
520502,七星关区,0.456699497,7041.634629,52.71550751,0.0,2024
450305,七星区,9.986497526,3082.655554,41.2451973,7.370083305,2024
620103,七里河区,4.213630335,8212.877768,100.2509155,0.00557219,2024
130708,万全区,0.772806492,4736.276416,23.71187782,0.0,2024
469006,万宁市,1.021186331,8119.348401,52.45205688,0.0,2024
360828,万安县,0.11228052,1026.306918,15.13974476,0.0,2024
520603,万山区,0.328996656,1254.935168,48.15439224,0.0,2024
500101,万州区,0.664248998,10691.40281,116.2381744,0.000857,2024
361129,万年县,0.443457963,2338.717302,31.66016006,0.0,2024
140109,万柏林区,15.76890787,23072.20024,253.2209625,1.415451574,2024
511781,万源市,0.086014202,1655.227626,35.04891968,0.0,2024
450403,万秀区,1.892059072,3679.246132,35.17792892,0.0,2024
140822,万荣县,0.626067476,3325.680254,36.35661697,0.0,2024
360922,万载县,0.454538651,3581.882218,38.76200485,0.0,2024
350404,三元区,1.598730459,8262.709225,56.59197617,0.0,2024
610422,三原县,1.593427494,4472.576011,62.95218277,1.123554168,2024
510722,三台县,0.427082459,5316.168361,32.96023178,0.0,2024
440607,三水区,7.892047505,28518.14578,68.44847107,5.749542633,2024
450226,三江侗族自治县,0.097986452,1050.354825,20.87656593,0.0,2024
131082,三河市,5.362082458,17741.44863,78.07756042,2.223213687,2024
522624,三穗县,0.290903677,1338.670272,35.45622635,0.0,2024
522732,三都水族自治县,0.119929848,1269.911288,21.16684341,0.0,2024
331022,三门县,2.102704176,9942.945915,75.03677368,1.227257702,2024
140404,上党区,2.997216445,7195.58795,38.68829727,1.61281443,2024
330102,上城区,45.16966476,25168.18293,90.50300598,47.75817625,2024
450621,上思县,0.154442941,1884.927646,22.1744442,0.0,2024
350823,上杭县,0.696788577,8825.660743,60.22661591,0.0,2024
450125,上林县,0.296126644,2420.845766,21.55034637,0.0,2024
360322,上栗县,1.18399629,3924.353383,32.82393646,0.0,2024
360724,上犹县,0.329095593,2264.746819,38.3743248,0.0,2024
411722,上蔡县,1.261510463,9161.163185,79.79280853,0.846034723,2024
330604,上虞区,5.260104793,33206.34021,62.16246796,2.637303614,2024
410106,上街区,7.02927086,2132.074332,23.36152458,4.961198648,2024
360923,上高县,0.666205805,4089.628432,46.9575386,0.0,2024
130706,下花园区,0.866094165,1437.678952,22.75855255,0.0,2024
420204,下陆区,14.03341087,4054.665147,54.19282913,12.47871113,2024
652825,且末县,0.006576468,4631.005583,99.77861786,6.54e-05,2024
532626,丘北县,0.088382046,1957.76387,29.29265404,0.0,2024
130403,丛台区,7.862873939,15568.70624,79.82010651,2.706110941,2024
