county_code,pop_total,pop_density,year
341823,316560,155.729,2019
611025,288345,82.8218,2019
611024,438170,124.2793,2019
320924,940012,382.4877,2019
341821,335532,304.7502,2019
611023,230533,100.3699,2019
320925,773005,667.5468,2019
611022,307577,127.5491,2019
320922,1000330,539.1647,2019
611021,460573,162.6889,2019
320923,877889,611.0769,2019
130630,270853,110.7137,2019
341825,119951,132.3279,2019
320921,534494,391.2966,2019
341824,163205,147.8027,2019
350781,286946,100.435,2019
360104,325061,8925.0505,2019
522723,244287,150.1592,2019
350782,244145,86.7433,2019
532529,307340,151.4683,2019
522722,151270,63.0126,2019
350783,472218,112.5329,2019
360102,439702,8224.5415,2019
532528,410834,185.5505,2019
522725,394082,200.6485,2019
360103,569661,16352.5306,2019
532527,417994,253.9952,2019
522727,238740,85.4388,2019
350302,416485,863.5534,2019
532525,312168,102.568,2019
522726,281340,114.8995,2019
350303,494089,642.5453,2019
532524,556005,147.0364,2019
522729,205888,132.7638,2019
350304,524475,1882.2741,2019
532523,158217,85.8663,2019
522728,268644,89.6924,2019
350305,566970,1002.0597,2019
430921,750799,567.8064,2019
430923,940166,190.1536,2019
430922,800211,387.3383,2019
340503,463624,2466.1525,2019
340506,181803,467.372,2019
340504,326756,1865.5551,2019
460322,980,0.1892,2019
460321,230,0.2593,2019
130608,663124,773.7768,2019
130609,588687,813.295,2019
130606,707134,4017.1343,2019
130607,421172,641.4264,2019
420304,591110,154.3693,2019
420303,457000,695.066,2019
420302,346865,646.2704,2019
511681,280531,605.8217,2019
150221,289031,124.563,2019
450521,902847,371.8527,2019
410505,515454,2713.2145,2019
410506,239063,1015.4687,2019
410503,323206,3499.4935,2019
430112,563238,592.9995,2019
410502,378039,3333.1633,2019
430111,838881,2858.6812,2019
150222,182782,37.4615,2019
150223,106020,6.0633,2019
140423,282967,240.1749,2019
140425,156832,104.7004,2019
140426,165016,147.6525,2019
140427,299926,298.339,2019
430581,750588,487.9021,2019
140428,376829,366.5694,2019
652822,120793,8.52,2019
652823,100365,1.6952,2019
652824,32580,0.1649,2019
652825,67941,0.4911,2019
652826,124095,52.7885,2019
652827,158920,4.5705,2019
652828,71464,5.6589,2019
652829,54141,15.1966,2019
371602,705752,676.9539,2019
130623,361197,218.3604,2019
371603,368043,214.9302,2019
130626,520495,727.5414,2019
130627,550359,388.8109,2019
130624,211515,84.9747,2019
430582,941549,530.426,2019
430103,485705,3518.0845,2019
430102,543073,12840.5487,2019
430105,597061,3145.5124,2019
430104,808524,1507.4105,2019
441226,347457,173.6802,2019
441225,415749,152.3259,2019
441224,848131,237.6735,2019
441223,442180,179.9144,2019
513402,447773,99.4415,2019
513401,737169,277.332,2019
150206,26783,108.5332,2019
150207,275622,338.0938,2019
150204,538720,1955.6846,2019
150205,36663,46.9888,2019
150202,533475,1143.8524,2019
360926,140597,89.9732,2019
150203,775172,2555.686,2019
360924,280771,145.1736,2019
360925,151195,109.7145,2019
140403,803080,2339.2783,2019
140404,345104,712.27,2019
220621,309079,50.2119,2019
140405,274443,230.2486,2019
140406,237583,386.0079,2019
623025,57921,6.0328,2019
220623,79107,31.9857,2019
230422,180692,53.7701,2019
652801,528053,77.6695,2019
623026,37192,8.5876,2019
220622,138419,44.893,2019
230421,230031,33.829,2019
623023,137823,45.5171,2019
623024,54341,11.4984,2019
623021,141911,101.0686,2019
370725,660178,599.9898,2019
623022,104600,20.4082,2019
140881,462084,380.89,2019
140882,411352,696.5787,2019
623027,86740,13.8205,2019
130602,482700,3164.5584,2019
520181,468667,338.2096,2019
451402,328874,112.7449,2019
500105,773968,3483.5767,2019
441204,787906,359.4849,2019
520111,630994,652.4347,2019
500104,326509,3128.4176,2019
441203,170696,309.3728,2019
520112,221122,323.7458,2019
500103,687402,29387.9776,2019
441202,495581,3264.1178,2019
520113,277669,1025.6969,2019
500102,1113743,378.8059,2019
500109,705727,939.3789,2019
520115,63234,207.6389,2019
500108,770672,2963.3386,2019
220211,331574,284.0416,2019
500107,1095313,2568.5816,2019
500106,1040772,2622.4799,2019
533423,131270,38.1916,2019
533422,106167,12.7339,2019
510311,275919,586.8384,2019
370321,517610,1030.936,2019
370322,361365,432.719,2019
370323,571447,348.7557,2019
210411,500605,1447.6378,2019
620802,524573,275.3314,2019
500101,1619614,469.6234,2019
220681,184667,61.3818,2019
520122,220820,213.1488,2019
520123,260882,243.2133,2019
522301,814508,281.3342,2019
522302,433718,243.9491,2019
220203,554292,472.9671,2019
220202,751721,884.8321,2019
360521,313539,227.09,2019
220204,421399,716.3297,2019
350721,199988,101.0401,2019
350722,317918,93.741,2019
350723,140045,62.1212,2019
350724,130638,124.4108,2019
350725,179067,102.2428,2019
451421,402977,141.6949,2019
510322,835785,623.2838,2019
210882,720788,460.0474,2019
510321,631144,393.3355,2019
210881,724425,247.2394,2019
451423,232375,100.476,2019
451422,354614,95.5905,2019
210402,251334,2317.4439,2019
659010,46328,70.0782,2019
640402,347830,127.4054,2019
650205,10348,4.6485,2019
650204,52956,41.7048,2019
650203,234085,68.1933,2019
210404,403776,1277.3681,2019
659012,5837,57.4935,2019
650202,72475,181.2717,2019
210403,337053,561.5737,2019
659011,16879,6.9406,2019
451425,344995,159.5866,2019
451424,308587,112.1644,2019
331181,245183,80.5963,2019
520121,372704,184.6069,2019
140830,398753,343.1364,2019
659009,42466,62.9319,2019
659008,80492,80.8268,2019
410927,355737,805.4132,2019
370303,962341,2677.126,2019
410926,493957,799.5984,2019
370304,496648,710.1795,2019
450103,736143,853.9053,2019
370305,665203,1002.4923,2019
410928,1014822,759.4675,2019
450102,439616,606.5909,2019
370306,418576,1369.3164,2019
410923,490600,797.9208,2019
370783,1184657,605.7391,2019
410922,642013,778.7578,2019
370784,973154,567.7027,2019
370785,935110,612.9498,2019
370786,630809,433.4275,2019
370302,715341,745.5985,2019
450109,310817,252.2139,2019
140825,350575,587.9414,2019
659003,151591,76.0854,2019
450108,327865,239.6804,2019
140826,288771,295.3718,2019
659002,163986,41.7965,2019
370781,986110,632.2085,2019
140827,239822,148.9098,2019
659001,265357,579.9847,2019
370782,1133444,526.686,2019
140828,368538,272.9958,2019
450105,597517,503.9413,2019
140829,279216,237.7524,2019
659007,42530,57.6353,2019
659006,73923,39.6361,2019
450107,1163416,1081.9498,2019
659005,60727,66.7886,2019
659004,98104,132.2719,2019
522323,265820,182.9743,2019
360502,868132,486.9553,2019
522324,258641,197.4239,2019
522325,319031,211.0149,2019
522326,259971,86.3468,2019
522327,195477,75.5439,2019
150627,235519,42.9697,2019
360982,585411,454.8507,2019
522328,372000,167.3718,2019
150626,135093,11.5825,2019
360983,849688,350.9995,2019
360981,1392176,490.3707,2019
350702,484183,182.3205,2019
350703,299982,88.6118,2019
430525,813090,373.389,2019
371623,437692,222.6027,2019
430524,1151276,401.5169,2019
430527,363947,124.6646,2019
371625,508910,563.8697,2019
430529,263224,101.1077,2019
430528,587757,212.8934,2019
450110,570229,168.2387,2019
371622,439400,549.5404,2019
371621,630738,462.5911,2019
430523,963699,480.8879,2019
430522,755412,428.7573,2019
140930,156388,118.8111,2019
140931,155881,157.8626,2019
140932,116085,69.575,2019
632701,124379,8.0781,2019
620721,36928,1.829,2019
620722,228887,102.0551,2019
620723,142153,52.1268,2019
622901,337133,3815.3677,2019
620724,149331,34.4032,2019
341004,93994,224.6222,2019
540602,113393,6.9998,2019
341002,252504,1310.0392,2019
341003,153819,88.0425,2019
450923,1404484,366.4635,2019
140924,274876,115.954,2019
152923,34342,0.3896,2019
450922,800715,515.722,2019
140925,168160,86.3106,2019
152922,28153,0.3935,2019
140926,162844,79.8614,2019
433101,319918,296.6892,2019
152921,192385,2.4113,2019
450924,582263,396.8996,2019
140927,110561,75.0497,2019
620725,124552,36.442,2019
140928,112232,80.7442,2019
140929,88940,44.9223,2019
450921,657714,291.2531,2019
652301,442659,55.5515,2019
530802,308820,79.7318,2019
652302,171869,20.157,2019
150727,42246,1.6991,2019
150726,42650,2.1166,2019
150725,61054,3.4904,2019
421125,915574,467.4563,2019
421124,365361,254.8148,2019
421123,559703,262.2096,2019
421122,637508,355.9729,2019
421127,896921,528.2564,2019
610902,914335,250.9149,2019
421126,761829,319.3389,2019
421121,356112,431.2881,2019
640324,322433,73.106,2019
411329,650748,619.533,2019
640323,149659,22.8717,2019
411326,712121,251.8215,2019
411325,612695,265.9303,2019
411328,1335907,533.6904,2019
411327,670615,581.2446,2019
411322,973487,382.7277,2019
411321,594131,202.6177,2019
411324,898058,601.1734,2019
650121,92099,21.8368,2019
411323,463948,134.5661,2019
431382,987144,539.4301,2019
431381,341567,778.3273,2019
540627,38550,1.3557,2019
540628,50311,5.127,2019
540629,31387,0.4282,2019
620702,526552,143.7483,2019
540623,33949,3.7777,2019
540624,39451,0.9065,2019
540625,21205,0.8269,2019
540626,45262,7.7232,2019
150724,140118,7.5125,2019
140902,569620,286.6132,2019
150723,429112,7.847,2019
150722,289180,27.9785,2019
540621,33819,2.5879,2019
150721,290028,26.1476,2019
540622,62251,5.3265,2019
230828,267837,78.2993,2019
500120,605969,662.0946,2019
500116,1290368,400.7994,2019
230826,213070,95.638,2019
530828,518409,59.3326,2019
610922,181937,120.0603,2019
500115,804328,566.3896,2019
530829,90988,72.4686,2019
610923,75843,20.7001,2019
500114,458812,193.0307,2019
530826,124759,36.4728,2019
500113,972795,533.613,2019
530827,141630,75.1259,2019
610921,254414,186.4264,2019
230822,488055,110.5512,2019
530824,305340,40.6426,2019
500119,557722,215.485,2019
140921,225233,264.3003,2019
530825,219639,52.8859,2019
500118,1057382,669.2465,2019
140922,312277,108.7689,2019
530822,369431,69.8809,2019
150703,89650,332.8329,2019
500117,1309382,562.4852,2019
140923,224508,129.8634,2019
530823,373999,83.9711,2019
421102,378662,1049.786,2019
530821,194389,52.978,2019
610929,169815,118.0126,2019
610926,198738,75.2009,2019
610927,52586,35.4062,2019
610924,299334,135.2992,2019
610925,152860,78.7691,2019
640302,404401,366.1408,2019
650109,344887,101.416,2019
650107,42636,8.9485,2019
640303,200947,72.8682,2019
650106,169610,614.5893,2019
650105,390469,1415.5011,2019
411303,878784,863.733,2019
650104,772474,2943.5959,2019
650103,728987,1727.3053,2019
650102,703994,4127.9373,2019
500112,1401332,963.7854,2019
500111,747019,521.6603,2019
411302,996537,1030.1192,2019
500110,1102507,402.1596,2019
653201,303454,653.6282,2019
330383,281239,1879.6662,2019
131182,597285,476.824,2019
420222,861013,310.5834,2019
320581,1564619,1225.6583,2019
513422,136247,10.3213,2019
320104,1103689,21987.8368,2019
513426,354162,110.8007,2019
320105,416754,5254.3839,2019
320102,565010,7514.689,2019
513424,221389,96.4083,2019
513423,371957,44.2754,2019
320585,731234,892.9092,2019
513429,168520,100.2567,2019
320582,1297143,1320.9237,2019
513428,161600,84.7996,2019
320583,1669445,1791.0179,2019
513427,159483,96.2746,2019
150702,360036,274.4907,2019
410423,820894,340.9725,2019
330381,1483384,1176.8459,2019
210811,143867,666.9408,2019
410425,586250,809.0255,2019
330382,1449288,1120.2004,2019
410422,794916,571.1175,2019
320106,1426408,25648.4184,2019
410421,526952,724.1018,2019
230407,44531,1536.5378,2019
820000,502925,19995.3741,2019
230406,181756,41.8138,2019
230405,71175,564.5404,2019
230404,139035,4496.5951,2019
230403,158219,13101.4492,2019
230402,98834,11677.5023,2019
370828,650940,733.1112,2019
442000,3252559,1851.0979,2019
370829,807775,830.0343,2019
230883,134518,21.4168,2019
230882,467785,56.8732,2019
220602,387398,281.198,2019
230881,187394,30.0274,2019
220605,252358,187.15,2019
513433,366683,82.9989,2019
513432,174820,79.2405,2019
370826,653531,391.7358,2019
513431,269830,100.0488,2019
370827,458857,707.0903,2019
513430,165619,105.6347,2019
370831,560517,500.8085,2019
513437,229758,81.4162,2019
370832,777168,805.4394,2019
513436,224503,89.3098,2019
513435,203132,94.5421,2019
513434,283808,125.8354,2019
370830,711868,801.4262,2019
210802,284316,3332.5334,2019
210804,447444,1641.534,2019
210803,208069,754.5488,2019
632725,88287,7.3256,2019
632724,33818,0.4192,2019
632723,58481,4.0004,2019
632722,61822,1.7398,2019
420684,532048,251.9489,2019
420683,1045465,319.3977,2019
420682,480693,452.5025,2019
632726,32109,0.6887,2019
420205,60420,2159.8967,2019
420204,183090,2941.2596,2019
420203,254162,2204.4473,2019
420202,230669,7371.2054,2019
622922,236567,308.6458,2019
450981,1166783,475.1881,2019
341022,242152,114.1133,2019
622921,292681,286.346,2019
341023,84443,98.5848,2019
622924,235271,438.9082,2019
622923,187074,97.9912,2019
341021,424201,199.1938,2019
341024,164307,73.9905,2019
410402,416835,3193.2345,2019
410404,54295,1522.8285,2019
410403,329840,3120.7538,2019
410882,476549,801.0782,2019
622926,295733,195.733,2019
622925,172661,285.611,2019
450503,179687,389.2778,2019
410883,358775,711.2726,2019
622927,244969,267.2401,2019
450502,340098,3145.7732,2019
652323,232031,24.3772,2019
652324,239159,25.9552,2019
652325,219457,13.1731,2019
430482,840698,410.4208,2019
430481,1202687,453.9308,2019
652327,118258,14.5256,2019
652328,68610,5.078,2019
340181,818004,399.6924,2019
320115,1170681,757.8635,2019
320116,956622,642.5146,2019
320113,646508,1668.9055,2019
370811,1279753,1488.6292,2019
320114,425407,3147.1861,2019
370812,656513,1008.6914,2019
320111,749858,809.9013,2019
500152,679671,427.0548,2019
429021,79013,24.5654,2019
500151,626937,468.0678,2019
440282,328007,142.4625,2019
440281,413841,172.572,2019
450512,147666,362.5376,2019
500156,367832,126.9816,2019
500155,723743,386.3854,2019
410411,277665,1514.1451,2019
320117,431901,407.7867,2019
500154,1209229,302.6557,2019
320118,435862,552.8553,2019
500153,700847,643.4682,2019
632301,95973,29.987,2019
630123,142160,91.7947,2019
361003,450307,355.0302,2019
361002,1134640,533.3645,2019
341881,405992,164.6049,2019
620321,245584,54.5253,2019
341882,511850,238.6255,2019
540202,126410,34.4835,2019
630121,454155,143.5922,2019
610502,923809,731.5489,2019
610503,337346,298.5801,2019
520602,279011,275.1784,2019
530402,517105,543.794,2019
520603,140538,166.8518,2019
440705,884194,656.744,2019
530403,293204,363.828,2019
440704,291874,2686.6601,2019
440703,713758,2201.7899,2019
430903,718724,560.7574,2019
430902,589618,1028.8382,2019
610981,435338,123.1853,2019
510802,539103,350.5413,2019
630102,370659,3328.2319,2019
653222,503623,19.837,2019
630103,300595,1921.6109,2019
653223,239292,6.1352,2019
653224,242521,17.1629,2019
653225,156237,4.9465,2019
630106,457309,187.0657,2019
653226,260129,6.6644,2019
653227,35417,0.6245,2019
630104,255528,4869.8662,2019
630105,322169,2416.595,2019
131128,360819,517.9314,2019
131127,555997,466.6899,2019
131126,522413,539.7656,2019
540227,44023,3.1529,2019
510811,186026,130.1072,2019
540228,43996,15.6772,2019
510812,185313,116.3545,2019
540229,28897,13.6312,2019
620302,238040,77.968,2019
540223,52932,3.8161,2019
131121,413280,457.2127,2019
540224,49556,8.6224,2019
540225,50801,11.3184,2019
540226,53738,1.9561,2019
131125,347287,701.3447,2019
131124,288187,503.3846,2019
540221,76745,9.4698,2019
131123,221953,500.7769,2019
540222,66425,17.2624,2019
131122,332651,399.0283,2019
653221,316575,7.7115,2019
610526,773426,489.3788,2019
610527,300766,306.0464,2019
610524,456634,348.5062,2019
610525,403227,359.4158,2019
530428,227846,83.823,2019
610522,149760,345.6325,2019
520621,181201,96.6847,2019
610523,713345,422.7732,2019
130281,771412,506.7495,2019
520622,128618,247.6424,2019
530426,172011,89.0004,2019
520623,313214,144.6149,2019
411381,1535735,653.1793,2019
530427,304949,71.508,2019
520624,529916,239.3268,2019
530424,240790,193.3189,2019
520625,293878,148.9789,2019
530425,187963,123.3396,2019
520626,379181,183.0407,2019
532601,498971,168.4349,2019
520627,471802,190.1722,2019
530423,310679,421.3254,2019
520628,494438,174.1879,2019
640381,277607,152.4316,2019
210381,1328165,517.3023,2019
610528,776506,621.8732,2019
421182,666624,542.4137,2019
421181,896684,249.7047,2019
510822,230697,72.5321,2019
510823,475994,148.5971,2019
510821,397356,133.3133,2019
130284,589891,573.848,2019
510824,585943,251.4506,2019
130283,758379,617.3629,2019
220182,1204018,257.9444,2019
220184,1143953,276.0568,2019
220183,775913,257.1239,2019
330783,832326,476.0143,2019
330784,750710,717.5121,2019
330302,1346881,4588.5949,2019
230811,333203,200.3401,2019
330781,589914,448.8768,2019
330782,1294102,1174.0999,2019
330303,752907,2565.6715,2019
330304,1049597,2254.2675,2019
330305,82772,553.1446,2019
320981,1042563,419.2724,2019
340111,811148,2745.4822,2019
445122,906436,538.7765,2019
320508,1324478,16193.9707,2019
320509,1262893,1032.9393,2019
320506,1516026,620.4473,2019
320507,679234,1378.2262,2019
131103,379109,414.3151,2019
320505,736359,1841.6584,2019
131102,538402,912.3398,2019
230805,175659,1070.5432,2019
230804,155779,5794.7835,2019
230803,251243,5147.5538,2019
433130,521612,166.4096,2019
621222,225686,44.712,2019
621221,252255,150.0331,2019
621228,47337,33.0762,2019
621227,208100,76.4506,2019
340121,698619,379.3863,2019
621224,188687,63.3534,2019
340124,1012450,432.2219,2019
621223,277812,83.8086,2019
621226,492919,115.4893,2019
340122,891845,409.5716,2019
621225,400086,215.7348,2019
340123,765178,451.0714,2019
540630,11005,0.0945,2019
410482,975694,619.5478,2019
410481,316948,505.318,2019
632324,43220,6.4247,2019
632323,72153,10.9551,2019
411330,417053,217.5326,2019
330324,815292,304.9332,2019
632322,57066,36.6647,2019
361028,115600,92.9746,2019
433122,291064,185.7996,2019
361027,312029,230.9078,2019
361026,235486,121.4714,2019
330329,244304,138.2198,2019
445103,1258856,1159.3543,2019
361025,360621,149.5944,2019
211281,261525,995.6496,2019
445102,590859,1822.8708,2019
361024,362921,238.8032,2019
361023,301974,158.0107,2019
361022,239721,141.0029,2019
361021,319417,186.4231,2019
330326,796259,820.9014,2019
330327,929252,912.9399,2019
330328,221409,170.5358,2019
211282,563560,200.1773,2019
420281,946839,608.6284,2019
433125,301007,171.475,2019
433126,132242,102.7835,2019
450903,392528,472.3117,2019
433123,369990,212.7664,2019
450902,697819,1601.9679,2019
433124,293052,263.8917,2019
433127,445867,117.0732,2019
361030,244151,152.387,2019
621202,581840,125.0127,2019
340102,927557,3722.0915,2019
340103,650025,4750.2879,2019
340104,1198885,1823.9361,2019
441523,304566,308.0301,2019
441521,818637,463.9034,2019
340827,550270,409.5811,2019
340828,336144,141.4216,2019
360430,368225,238.6608,2019
350628,521135,224.864,2019
211421,617286,221.6538,2019
350629,162925,127.7228,2019
511724,917260,439.079,2019
450481,803365,290.002,2019
511725,1204916,597.6906,2019
511722,1038249,244.0079,2019
511723,446901,434.834,2019
211422,540773,169.5052,2019
360429,286492,423.5539,2019
520201,784025,756.1718,2019
520203,521344,289.995,2019
520204,575874,189.0532,2019
530481,177187,233.4666,2019
510403,192922,1580.4263,2019
510402,364832,2214.6893,2019
610222,97352,64.2121,2019
140110,255374,876.7171,2019
441502,473085,1191.0895,2019
510411,266352,155.0284,2019
211403,245596,1470.9314,2019
211402,526860,454.4621,2019
340811,254379,614.0863,2019
211404,239451,237.6701,2019
360428,748470,335.6033,2019
360425,383227,197.0846,2019
360426,161732,188.5501,2019
360423,375964,106.6705,2019
360424,771515,170.9388,2019
350622,431152,420.7028,2019
350623,835095,410.5002,2019
350624,617042,485.2368,2019
140121,352927,581.1481,2019
350626,197864,910.0736,2019
140122,125249,60.1951,2019
350627,346691,176.8903,2019
140123,110046,85.4544,2019
370215,1205259,653.6228,2019
510421,227153,107.7956,2019
510422,217320,66.1872,2019
130324,392430,412.0448,2019
370211,1423067,689.8172,2019
370212,371083,990.076,2019
370213,532119,5619.4552,2019
370214,787542,1489.0762,2019
340822,628031,466.8178,2019
340825,538836,263.0045,2019
130321,514951,147.2004,2019
340826,593884,250.7688,2019
130322,584177,485.5353,2019
370285,780743,498.0926,2019
341723,259877,216.9297,2019
341722,94104,66.62,2019
341721,497468,152.8789,2019
370281,881752,677.5979,2019
370283,1412053,444.9357,2019
140105,912027,3151.2741,2019
140106,560699,5334.6113,2019
140107,597149,4084.2438,2019
532628,423809,80.0425,2019
140108,462517,1567.5359,2019
532627,819965,105.448,2019
140109,786311,2727.1925,2019
532626,495803,98.5343,2019
532625,382156,143.0802,2019
350203,976961,13206.2378,2019
532624,291514,123.9875,2019
652901,555285,38.5123,2019
360483,256588,340.2418,2019
532623,262989,175.8663,2019
652902,470037,32.3732,2019
451381,117893,322.7728,2019
350205,294086,1663.1434,2019
140581,499897,508.8681,2019
532622,491434,126.9062,2019
350206,879048,12850.0175,2019
360481,442826,307.8491,2019
360482,122961,399.1211,2019
210123,330011,151.4357,2019
430822,393940,114.2713,2019
130303,193041,1012.2695,2019
430821,632225,181.2714,2019
130304,137485,842.451,2019
130302,992957,1373.6541,2019
231002,204946,351.9744,2019
231003,246014,185.7955,2019
231004,301115,688.6887,2019
340881,690922,445.651,2019
231005,241154,688.4533,2019
340882,508408,301.2274,2019
210124,412044,180.861,2019
130306,284596,273.3378,2019
371121,503875,336.914,2019
540234,15416,1.7106,2019
340403,606202,2434.5396,2019
540235,20908,2.6569,2019
340404,335463,1243.0824,2019
540236,14739,1.1873,2019
371122,1005149,551.9532,2019
540237,11013,2.7904,2019
340402,204379,667.8144,2019
540230,21653,3.5214,2019
540231,21109,3.6188,2019
540232,22508,0.5171,2019
340405,181793,2683.3345,2019
540233,14180,3.3188,2019
340406,425837,712.9545,2019
710021,451375,196.4259,2019
710020,548435,389.2314,2019
710023,1281315,1153.6443,2019
710022,689669,513.675,2019
330604,777313,570.4802,2019
330602,952442,1788.12,2019
330603,1109680,1038.6759,2019
210112,436739,542.7036,2019
430811,26079,65.588,2019
210111,504060,644.4434,2019
511702,597334,675.329,2019
511703,1084702,482.5219,2019
210115,500729,303.9961,2019
210114,726242,1453.1016,2019
440608,416055,444.6955,2019
210113,433983,528.0828,2019
341702,616248,245.8171,2019
320803,1039528,705.8022,2019
320804,843530,645.1193,2019
710010,51766,592.901,2019
710014,1885646,836.8088,2019
710013,209996,58.8447,2019
710012,3961702,1928.7736,2019
710011,811469,291.6201,2019
152529,56899,9.1004,2019
440607,659438,798.2744,2019
440606,2543829,3152.4039,2019
440605,2684334,2500.5369,2019
440604,1178836,7690.7924,2019
230184,924611,122.5648,2019
152531,104531,26.9639,2019
230183,609376,68.4784,2019
152530,85238,8.3537,2019
430802,487917,224.4824,2019
371103,407793,531.6036,2019
210105,890754,13219.9879,2019
371102,995577,802.9214,2019
231025,386000,58.1442,2019
210104,837977,8312.4224,2019
210103,948396,16240.2376,2019
210102,695157,11548.5003,2019
710018,2193313,1810.5176,2019
710016,2790650,1252.2465,2019
210106,1049757,3707.3822,2019
371581,753032,795.0337,2019
220382,438956,141.6222,2019
710019,443424,3795.042,2019
710003,325138,70.7323,2019
