county_code,pop_total,pop_density,year
220382,444913,143.5442,2024
710019,451285,3862.3159,2024
710003,322213,70.096,2024
360830,506213,232.7107,2024
710001,2728487,921.4507,2024
460205,92496,266.15,2024
320382,1603818,769.1781,2024
460204,265795,281.838,2024
460203,267370,731.9819,2024
130727,275063,148.6607,2024
460202,70553,282.2844,2024
320381,929230,581.0349,2024
130728,224136,132.0408,2024
511321,992322,447.9949,2024
533103,413047,142.3837,2024
533102,192990,203.6787,2024
511324,997292,557.3218,2024
130732,252754,48.0588,2024
450881,1583871,389.0354,2024
511325,534305,482.8735,2024
511322,791531,484.526,2024
130730,371946,210.8481,2024
511323,605562,452.2633,2024
130731,352215,126.3222,2024
710007,539767,298.4739,2024
152528,30149,5.8736,2024
450406,288922,294.1888,2024
330182,458886,198.2168,2024
710006,493881,253.001,2024
152527,119822,34.9451,2024
450405,196802,529.7324,2024
710005,273499,4455.9588,2024
152526,93442,4.1593,2024
360829,410564,146.9306,2024
431322,1186079,327.5756,2024
710004,361265,2689.6373,2024
152525,100021,2.1954,2024
431321,829962,520.795,2024
152524,71343,3.1764,2024
360827,571026,181.245,2024
152523,35726,1.0432,2024
360828,318639,156.3539,2024
710009,2646709,9799.5542,2024
152522,46549,1.6933,2024
360825,454126,167.6258,2024
710008,492698,120.0423,2024
450403,325874,734.8145,2024
360826,525368,210.354,2024
310107,1328892,24367.8004,2024
310109,892571,37121.9243,2024
331022,349766,339.5339,2024
469029,152762,132.6856,2024
629700,11140,5.5007,2024
331023,405557,283.0661,2024
469028,329031,300.0622,2024
331024,362909,181.4526,2024
469027,482486,174.5115,2024
310101,780687,37747.2887,2024
310104,1132797,21175.7468,2024
310105,723629,18945.7877,2024
310106,1104557,29984.565,2024
411729,889621,622.3933,2024
429006,1502759,575.5192,2024
429005,1001241,499.8696,2024
411726,746420,317.9344,2024
429004,1251519,497.4201,2024
411725,356742,221.8474,2024
411728,428437,410.6797,2024
411727,739718,492.7116,2024
411722,1161365,767.3292,2024
469026,234845,147.3372,2024
411721,744323,676.4169,2024
469025,178013,84.1598,2024
411724,688270,362.6875,2024
469024,445320,340.2747,2024
520281,1098516,271.8226,2024
411723,794982,621.4971,2024
469023,484301,234.7967,2024
469022,271925,222.0237,2024
469021,307957,258.4144,2024
422828,211228,73.1374,2024
310118,1159325,1730.5407,2024
422825,327795,119.3885,2024
422826,324145,126.9685,2024
422827,259190,192.724,2024
310110,1377868,23045.7419,2024
130708,227297,196.2669,2024
422822,441305,164.7602,2024
310112,2549629,6775.2771,2024
130705,559529,277.4569,2024
422823,447363,133.5583,2024
310113,2055400,6778.6475,2024
130706,67036,212.6924,2024
310114,1603940,3517.9705,2024
310115,5344138,3575.8674,2024
310116,774775,1288.2262,2024
130709,112573,48.2318,2024
310117,1687819,2803.1507,2024
533124,192269,102.6687,2024
533123,321698,74.7898,2024
533122,164045,143.8998,2024
450422,885052,224.4029,2024
450421,337817,121.685,2024
441581,1432371,681.081,2024
152502,259904,17.5784,2024
431302,643940,1021.2918,2024
152501,83191,20.7066,2024
450423,204508,159.6778,2024
360803,213617,233.2519,2024
469030,184615,68.3228,2024
360823,197398,152.5955,2024
360824,346675,277.7651,2024
140521,225066,84.7253,2024
360821,492079,232.2634,2024
140522,413154,214.8464,2024
360822,531098,211.5131,2024
140524,249533,148.2983,2024
140525,519391,255.6582,2024
652922,247162,17.2865,2024
652924,290495,9.1191,2024
652925,178322,30.6252,2024
652926,243313,15.3071,2024
652927,210226,23.2807,2024
652928,251461,19.3056,2024
652929,48193,5.4093,2024
370611,721016,776.512,2024
370612,489305,325.2325,2024
130722,339595,81.0118,2024
370613,343137,1045.9663,2024
370614,499879,425.917,2024
130725,160091,61.0713,2024
130726,479933,150.0545,2024
130723,216562,64.4678,2024
310120,1153597,1610.1064,2024
130724,185609,51.6011,2024
411702,1114469,825.4254,2024
420626,271988,84.5055,2024
420625,556644,218.5242,2024
420624,567725,147.3038,2024
440233,222670,113.576,2024
422802,695825,150.5719,2024
440232,189267,82.3623,2024
500229,206375,62.1597,2024
422801,798890,200.9863,2024
150782,373429,13.4345,2024
150781,172541,353.428,2024
620921,156620,9.6455,2024
620922,157395,6.6769,2024
410823,761858,951.5132,2024
370685,601179,420.2297,2024
370686,527858,294.1362,2024
370202,488952,18862.2629,2024
410825,445257,925.8059,2024
370687,663718,356.7261,2024
370203,1061826,16144.8644,2024
232721,152991,4.7524,2024
232722,99179,7.0614,2024
370681,717950,793.9191,2024
410822,461742,1082.6055,2024
150303,110009,113.6835,2024
370682,931576,540.4944,2024
410821,316207,511.444,2024
150304,141336,684.4001,2024
370683,930475,492.1117,2024
620923,15943,0.2887,2024
620924,11202,0.3837,2024
150785,117207,5.8555,2024
150302,309237,635.6082,2024
150784,81807,2.8341,2024
150783,389717,23.2496,2024
440224,215032,97.685,2024
360403,372573,6594.6526,2024
440222,219282,102.9686,2024
360404,355206,386.9957,2024
220322,740551,209.9396,2024
230129,254396,82.2644,2024
140502,499486,3503.4026,2024
360402,332652,854.6531,2024
230128,222705,39.321,2024
230127,294501,92.847,2024
220323,502221,199.1855,2024
230126,628689,200.2453,2024
360881,180317,127.0665,2024
230125,583517,151.6828,2024
230124,216842,72.7967,2024
230123,412049,89.4483,2024
350602,566107,2181.8319,2024
440229,352805,162.537,2024
350603,184978,1543.7819,2024
350604,907680,720.7805,2024
350605,219859,244.1976,2024
140981,523988,205.5316,2024
371525,812389,700.4201,2024
430426,1030267,551.674,2024
371524,372935,514.1952,2024
451302,971763,220.5718,2024
371526,504791,531.2849,2024
371521,810836,804.0552,2024
640522,419716,84.193,2024
130703,362567,1739.988,2024
640521,330344,98.0423,2024
210522,338293,95.6366,2024
210521,314488,94.118,2024
371522,1018746,735.9409,2024
130702,425981,1043.4504,2024
340803,308784,1606.4806,2024
430422,1013579,387.4439,2024
430421,1147992,448.0419,2024
430424,666533,345.6932,2024
340802,258076,1260.0889,2024
430423,404192,433.7598,2024
420602,511915,770.0515,2024
420607,952424,378.3647,2024
420606,877913,1793.9143,2024
230113,879388,279.2564,2024
230112,632267,258.1897,2024
230111,811911,371.8609,2024
230110,951487,2787.3141,2024
511781,434409,106.7631,2024
511302,793487,1464.7285,2024
511303,566905,697.6268,2024
410802,297736,4351.2003,2024
310151,716388,421.5549,2024
410804,147269,1225.8728,2024
511304,607692,520.0933,2024
410803,116170,910.5186,2024
620902,454712,135.6171,2024
430412,62355,346.0717,2024
440203,319459,473.3283,2024
230109,256782,339.4202,2024
220781,764166,178.2226,2024
230108,197159,2020.5773,2024
220302,208416,1171.0216,2024
230104,963298,1574.3014,2024
230103,1466672,8624.5094,2024
220303,538498,578.5156,2024
230102,966117,2090.9575,2024
321282,728508,1109.2006,2024
321283,1138250,974.4751,2024
321281,1327442,554.2105,2024
440205,325746,200.6874,2024
440204,405416,710.4609,2024
451322,304710,158.7974,2024
371503,550941,549.5166,2024
451321,331674,131.4371,2024
371502,1308527,906.187,2024
451324,129872,52.6079,2024
430406,239874,2863.4133,2024
451323,373799,219.1447,2024
430405,350657,1626.1267,2024
430408,320619,2888.6374,2024
430407,262315,2541.9128,2024
640502,469865,86.9407,2024
331083,627610,1439.2768,2024
210505,79868,129.564,2024
210504,395559,958.0982,2024
410811,341353,1467.4223,2024
210503,269144,858.469,2024
210502,416123,2333.251,2024
331081,1400212,1452.5834,2024
331082,1111051,506.0363,2024
431281,503982,220.4953,2024
330225,498935,417.506,2024
632823,36684,1.4328,2024
632822,81835,1.8076,2024
632821,39721,3.2423,2024
330226,666335,388.4061,2024
450802,617974,563.3065,2024
450804,434876,321.3642,2024
450803,541054,493.8506,2024
411681,1062587,982.8594,2024
330211,441610,1805.7577,2024
530927,191202,77.2039,2024
330212,1291066,1618.7463,2024
330213,517954,412.1997,2024
530925,187730,86.8995,2024
530926,323549,86.5783,2024
530923,392440,121.8376,2024
530924,183572,72.1882,2024
530921,487840,146.7985,2024
530922,477210,130.3226,2024
421003,588435,564.6758,2024
421002,645216,1247.38,2024
320412,1572324,1470.7126,2024
320413,589536,603.0862,2024
320411,723491,1419.1369,2024
411203,363439,225.2059,2024
411202,352260,1753.0897,2024
632802,83055,2.9915,2024
632801,228558,1.9169,2024
632803,35547,0.711,2024
620821,304813,208.9202,2024
620822,194820,98.2716,2024
620823,108079,127.9265,2024
410329,787752,744.093,2024
410328,450899,195.7649,2024
410325,536935,178.4837,2024
500240,441542,146.6994,2024
410324,363857,147.009,2024
232701,88273,4.7902,2024
410327,603355,372.7059,2024
410326,432845,326.6376,2024
620825,410581,273.501,2024
500243,578882,148.4201,2024
410323,507031,437.2494,2024
620826,454238,206.6615,2024
500242,616351,119.5849,2024
450821,1201858,402.0172,2024
500241,540387,219.8765,2024
500237,524179,176.3484,2024
500236,877317,214.8942,2024
500235,965520,265.8011,2024
150826,272986,156.1976,2024
150825,78735,3.2072,2024
150824,142389,6.2358,2024
500238,448471,110.6553,2024
640423,175017,175.7605,2024
640422,377629,120.7496,2024
640425,211797,83.1043,2024
640424,106599,92.7625,2024
500233,801062,365.7942,2024
500231,747309,491.5874,2024
500230,687648,237.5327,2024
630202,275752,111.5346,2024
410781,509737,595.3651,2024
420107,541555,6061.9108,2024
630203,108904,148.3185,2024
420102,961458,11861.3663,2024
620881,199866,166.2169,2024
420583,523644,381.4413,2024
420106,1265348,13209.5117,2024
420105,624896,5489.018,2024
420104,843661,20847.1829,2024
420103,758917,25601.7334,2024
620402,314252,233.2965,2024
620403,205670,102.5934,2024
370724,873347,477.1297,2024
410307,487393,733.6368,2024
420582,502673,233.7198,2024
420581,405953,299.6749,2024
321311,649482,546.8623,2024
410308,521186,642.6413,2024
410303,370514,7218.3892,2024
150823,312209,41.7295,2024
410302,190674,3659.5948,2024
150822,124046,33.7139,2024
410305,725546,5066.6775,2024
150821,277532,110.6841,2024
410304,198315,6231.6762,2024
410783,835127,809.2091,2024
410782,783710,462.6036,2024
360902,1108646,436.204,2024
331102,478274,319.8923,2024
360922,506408,292.764,2024
360923,350718,260.2405,2024
360921,332571,201.5121,2024
430381,842943,428.6604,2024
230524,159152,24.0945,2024
230523,440861,44.1316,2024
431230,219853,98.4863,2024
150802,566085,242.6858,2024
230522,98622,58.5347,2024
430382,92127,375.2977,2024
420113,121797,420.1177,2024
220722,679867,118.4773,2024
230521,304674,137.4174,2024
420112,470444,967.4268,2024
220721,664431,110.7996,2024
420111,1465969,2833.0426,2024
220723,318445,90.3787,2024
420117,901044,609.2479,2024
370703,488733,391.7085,2024
420116,922855,410.2913,2024
370704,538177,602.6564,2024
420115,845999,419.8775,2024
370705,713542,3783.2444,2024
420114,653895,597.5537,2024
321302,876164,906.2912,2024
210922,384766,106.1902,2024
210921,736007,117.9465,2024
410311,797530,1520.2906,2024
320481,796684,521.8646,2024
810110,133956,829.1312,2024
511381,761059,406.0969,2024
810111,446721,20040.2676,2024
810112,526305,3343.568,2024
810113,228010,1796.1361,2024
810114,542316,7425.0496,2024
810115,332366,4451.9532,2024
431229,262181,117.7836,2024
810116,199333,1457.0919,2024
431228,361626,172.3537,2024
810117,302894,5377.8394,2024
370702,431688,1509.3136,2024
810118,1055066,7175.3816,2024
141081,250043,1140.3914,2024
141082,295020,385.6799,2024
431221,192741,127.1819,2024
330281,1068514,724.3168,2024
210911,231825,2349.0459,2024
330282,1544809,1258.451,2024
431223,460667,231.5677,2024
431222,619065,106.208,2024
431225,335917,149.0473,2024
431224,787497,229.5862,2024
431227,257692,170.3258,2024
431226,362381,231.8135,2024
331124,194602,138.9142,2024
610603,182947,61.9329,2024
331125,122690,123.835,2024
230506,141793,282.3356,2024
331126,149959,79.7993,2024
230505,73976,373.3321,2024
331127,113794,58.8385,2024
610602,504398,142.532,2024
632857,14375,0.6881,2024
230503,63681,86.129,2024
331121,355543,143.445,2024
469007,428916,188.6914,2024
230502,265810,2238.9114,2024
530902,343870,134.5563,2024
331122,385598,258.5436,2024
469006,561227,299.9032,2024
331123,202590,79.8798,2024
469005,557158,233.7093,2024
220702,627710,395.0861,2024
810101,224109,20718.2194,2024
810102,255516,12752.9061,2024
810103,641268,64906.7343,2024
810104,372434,31722.0257,2024
810105,241159,6067.0894,2024
321323,869023,630.2338,2024
810106,529877,50078.1436,2024
321324,962824,356.206,2024
810107,283814,33219.3194,2024
411627,1145375,654.2401,2024
810108,201567,24457.4709,2024
321322,1614437,700.6658,2024
810109,374669,63165.3286,2024
411628,920122,742.1374,2024
411623,946069,744.9308,2024
411622,854556,706.0977,2024
411625,1083884,728.0326,2024
469002,505343,299.6738,2024
411624,1052167,978.8596,2024
469001,113341,98.9974,2024
210905,41542,439.9291,2024
210904,167461,1765.4595,2024
411621,689326,592.5091,2024
210903,86651,707.234,2024
210902,281816,4066.9133,2024
610632,137368,60.2577,2024
610630,124674,42.273,2024
610631,54341,19.761,2024
330624,402418,332.0698,2024
211382,607099,184.1629,2024
211381,511173,115.7159,2024
540326,42081,3.4119,2024
540327,46701,3.9439,2024
540328,88141,7.6096,2024
540329,49960,6.1962,2024
540322,43176,6.8302,2024
540323,52335,8.2631,2024
540324,75292,6.0901,2024
320826,922649,549.901,2024
540325,59906,7.2546,2024
540321,81679,6.2124,2024
120119,834032,523.4878,2024
610625,149643,39.4876,2024
654201,159846,41.3291,2024
610626,152968,40.3762,2024
654202,317238,22.0276,2024
654203,425824,34.2968,2024
411281,142541,1426.8091,2024
120115,847536,561.014,2024
610621,132303,56.1572,2024
120116,2540895,1073.2635,2024
610622,179562,89.9918,2024
120117,516096,396.1318,2024
411282,773400,257.4149,2024
120118,700090,471.396,2024
120111,771810,1383.6367,2024
530523,294489,105.3891,2024
120112,617871,1613.5748,2024
530524,366430,97.2291,2024
120113,755495,1583.5826,2024
530521,322001,164.7976,2024
120114,1014982,635.1991,2024
610629,235588,131.7478,2024
610627,80779,35.5413,2024
120110,688357,1452.8761,2024
610628,160124,38.3311,2024
421083,871596,358.0632,2024
421081,611582,432.813,2024
421088,1239013,385.7831,2024
510921,595522,475.2293,2024
421087,813666,375.6165,2024
510923,502516,721.3372,2024
320812,891126,2113.9529,2024
320813,349378,272.9476,2024
630223,378195,112.7913,2024
630224,216970,80.0892,2024
630222,373890,198.9463,2024
630225,131220,72.2471,2024
350211,612335,2407.5588,2024
350212,514862,792.2946,2024
350213,319558,864.5706,2024
441900,8722367,3552.3098,2024
542527,15542,0.6789,2024
620421,479687,85.9419,2024
542526,23629,0.1743,2024
620422,571320,101.0756,2024
620423,240046,43.7436,2024
542523,18177,1.008,2024
542522,8362,0.3403,2024
542525,16431,0.3595,2024
542524,11131,0.1443,2024
542521,10068,0.7654,2024
320830,699739,280.815,2024
320831,341261,247.9572,2024
340421,708471,649.5967,2024
340422,1068070,362.3112,2024
540330,37992,4.3295,2024
141027,135349,143.7958,2024
141026,87038,44.3971,2024
141029,247162,122.5732,2024
141028,113051,63.729,2024
141021,255819,583.5165,2024
141023,470162,454.9173,2024
141022,333387,285.0615,2024
141025,99332,83.0244,2024
141024,783426,522.8754,2024
341324,844799,456.1261,2024
341323,1040622,488.1735,2024
341322,1207040,648.02,2024
341321,848740,707.3641,2024
230921,234893,98.3236,2024
141030,68708,71.2941,2024
141032,68146,56.1449,2024
141031,111384,79.0388,2024
141034,153822,176.7577,2024
141033,113864,75.2338,2024
140181,217784,144.0575,2024
330203,940506,1579.7493,2024
120104,1030681,24387.1312,2024
330681,1233856,533.241,2024
120105,876684,29689.3274,2024
120106,514252,21300.4886,2024
330683,729711,408.6066,2024
120101,314772,31592.4143,2024
120102,834772,20572.7842,2024
120103,944436,20001.6821,2024
330205,380388,1816.3997,2024
330206,622975,1029.7895,2024
141002,1004421,770.1042,2024
320402,568922,3671.0812,2024
341302,1764797,604.6557,2024
540302,124390,11.4944,2024
320404,629775,4800.0097,2024
230904,168190,107.5988,2024
230903,153426,2005.4594,2024
230902,420616,194.5294,2024
654224,96768,4.8425,2024
411221,379634,278.6433,2024
654225,55348,9.1137,2024
654226,65729,2.2825,2024
610203,225147,371.2948,2024
610204,355008,220.0324,2024
610202,210305,1378.7056,2024
530502,993736,204.8688,2024
421024,348652,333.2757,2024
421022,932568,413.5224,2024
510903,691066,1130.6675,2024
510904,686580,545.2057,2024
610681,229966,95.939,2024
654221,199965,21.9094,2024
411224,374339,102.1779,2024
441402,430025,753.8786,2024
340706,275683,347.5933,2024
441882,388101,147.0908,2024
360313,385712,450.3891,2024
441881,999723,177.3449,2024
330902,442750,828.8033,2024
330903,320705,848.3626,2024
530114,331994,653.9055,2024
530115,302066,226.1703,2024
530112,805340,914.7495,2024
530113,293473,156.726,2024
141102,328944,248.0336,2024
441403,563127,228.2061,2024
530111,910859,1443.4676,2024
210211,1304862,2521.8196,2024
370124,355246,496.0154,2024
210214,716343,274.4645,2024
210213,1254494,679.9259,2024
370126,596309,514.0652,2024
210212,338393,679.8938,2024
340711,254715,440.4697,2024
520322,555256,172.9103,2024
520323,402336,158.062,2024
520324,410441,158.569,2024
520325,261774,121.5627,2024
360322,488241,668.7035,2024
530129,480130,134.0502,2024
520326,338366,122.3132,2024
360323,274467,283.721,2024
520327,331569,175.8065,2024
621022,319994,34.5543,2024
350521,962003,1332.5429,2024
530127,305824,368.0897,2024
520328,400971,214.8381,2024
621021,278550,103.4835,2024
360321,251254,236.6119,2024
530128,422009,99.2341,2024
520329,249650,154.0387,2024
621024,155416,52.9848,2024
321183,654575,475.1618,2024
530125,443045,231.5483,2024
621023,127502,33.6632,2024
350524,1042433,348.29,2024
530126,261366,155.7544,2024
321181,1016815,971.8206,2024
350525,479756,329.6323,2024
532302,452348,127.4776,2024
321182,355582,1068.7739,2024
350526,292575,132.4954,2024
532301,631702,142.5389,2024
530124,154935,155.1801,2024
350527,131260,899.6672,2024
451223,173976,100.6386,2024
370116,1052773,606.1589,2024
510521,880782,578.4255,2024
451222,166451,51.9444,2024
370117,326625,646.8568,2024
230281,666077,99.9286,2024
510522,753655,311.0292,2024
451225,325059,122.7718,2024
210682,578810,104.897,2024
451224,227584,93.7667,2024
210681,667501,314.1873,2024
621026,431514,162.37,2024
370112,1204496,925.3117,2024
510525,756345,237.5468,2024
210204,620032,15262.6552,2024
621025,190054,147.7467,2024
370113,613165,508.4521,2024
210203,391019,15202.8461,2024
451221,296828,75.2841,2024
370114,1131157,660.0981,2024
210202,451944,9646.3745,2024
621027,436820,124.8994,2024
370115,557891,506.1512,2024
510524,618441,209.0825,2024
340722,708588,480.9929,2024
451227,235822,119.3115,2024
451226,289215,63.5038,2024
451229,383577,138.0673,2024
451228,549537,134.9189,2024
420923,555262,918.4501,2024
420922,650281,329.6806,2024
420921,659057,553.2593,2024
450381,376983,214.3229,2024
330921,177539,630.0306,2024
330922,46058,904.3926,2024
152223,417907,37.6188,2024
370105,738250,2859.4805,2024
130435,454415,673.5223,2024
152222,267803,20.9879,2024
152221,296144,17.6709,2024
130433,325247,711.8507,2024
130434,870378,993.888,2024
370102,781310,7849.1239,2024
370103,769836,2703.2297,2024
370104,499347,3290.3613,2024
130431,290768,866.1257,2024
130432,283306,895.5651,2024
152224,290998,60.7347,2024
130430,248606,551.4845,2024
520330,555173,180.194,2024
360302,566034,2722.6157,2024
350981,587764,330.0274,2024
350982,522494,351.8841,2024
532329,289922,98.1894,2024
532328,230075,113.9776,2024
360783,319958,191.7551,2024
532327,115225,53.4474,2024
621002,403445,403.6256,2024
532326,289535,71.8618,2024
350502,384189,7562.8716,2024
360781,657660,270.3772,2024
532325,210563,123.796,2024
350503,576271,4899.6629,2024
231181,462611,64.3102,2024
532324,248883,109.8612,2024
350504,198720,532.362,2024
231182,340824,38.9543,2024
532323,215345,148.1788,2024
350505,316218,1074.809,2024
231183,530182,34.8254,2024
532322,166292,42.7602,2024
440523,55852,517.9288,2024
371426,466258,445.7914,2024
430723,889447,429.2404,2024
371425,641183,454.2501,2024
430722,842075,401.8894,2024
371428,391096,535.0383,2024
430725,902019,203.0795,2024
371427,533106,607.4583,2024
430724,426462,353.7444,2024
371422,467227,577.2028,2024
430726,634651,159.0894,2024
371424,542873,533.8565,2024
371423,311555,624.0355,2024
340705,413382,2895.1931,2024
430721,561359,515.2954,2024
420902,938303,913.4157,2024
440511,822746,7107.8231,2024
140212,134572,121.1122,2024
140213,932101,3826.0596,2024
140214,765115,1037.618,2024
140215,199264,134.8913,2024
130408,838364,1097.8219,2024
440515,838848,2317.1918,2024
440514,1388705,2303.2713,2024
440513,1694657,2588.3411,2024
440512,272093,1681.5957,2024
152201,374072,160.924,2024
211102,239650,2111.9244,2024
511802,377736,353.2266,2024
211104,443025,295.4103,2024
211103,514838,2052.4139,2024
341602,1512125,665.384,2024
511803,273759,444.8804,2024
152202,72181,9.7366,2024
140223,191926,159.7082,2024
440983,968398,314.4117,2024
140224,249628,91.373,2024
440982,1266451,537.164,2024
140225,364529,185.0131,2024
440981,1386077,424.0321,2024
140226,178937,137.7276,2024
440507,576676,4563.5301,2024
140221,274194,170.9491,2024
140222,233767,137.6167,2024
130424,402672,841.1921,2024
130425,817548,766.6898,2024
430703,845186,361.5323,2024
430702,712936,1726.3076,2024
130423,638792,843.2378,2024
231123,108440,6.3653,2024
371003,634035,407.8214,2024
231124,108713,25.1696,2024
130426,439175,295.2071,2024
130427,420088,620.6608,2024
371002,941663,961.5387,2024
371482,515235,520.6381,2024
371481,698235,598.6555,2024
441826,137902,110.8657,2024
441825,97786,80.3206,2024
441823,377792,113.5711,2024
441821,324307,250.4781,2024
511823,339998,153.2359,2024
511824,136555,51.0547,2024
511822,157405,88.7629,2024
511827,59940,19.2566,2024
511825,142166,59.4589,2024
511826,116014,97.175,2024
520302,820953,584.3215,2024
520303,604521,400.284,2024
520304,744665,298.366,2024
530103,861647,995.5924,2024
140681,345790,280.2522,2024
530102,899198,2386.8968,2024
530581,683965,120.2714,2024
130402,789965,1839.1886,2024
130403,771675,1946.8094,2024
510981,970956,646.3878,2024
510503,477834,413.9271,2024
130406,563464,1524.6999,2024
510504,370325,1114.8916,2024
130407,372844,741.027,2024
210224,45103,503.9369,2024
130404,359813,1415.7298,2024
510502,615288,942.2313,2024
130881,472861,144.0906,2024
370523,529963,463.986,2024
510113,382469,1004.7403,2024
510112,784296,1410.8869,2024
510115,480149,1748.4749,2024
510114,820324,1657.428,2024
321112,328077,536.2623,2024
510117,966838,2212.1669,2024
510116,1366213,1275.7807,2024
321111,303927,1980.3087,2024
370522,298041,252.3579,2024
510118,331751,1008.567,2024
441481,1023171,493.9925,2024
431202,646641,958.7025,2024
360704,576087,192.6747,2024
360724,273957,177.8005,2024
360725,198565,90.0047,2024
220881,463719,90.7419,2024
360722,704885,245.088,2024
230208,166071,80.0742,2024
360723,309512,225.7321,2024
230207,76268,253.336,2024
230206,279236,760.8605,2024
220882,456501,93.6021,2024
230205,91462,125.6052,2024
230204,403243,536.3967,2024
230203,359213,3240.5465,2024
220403,115075,639.0022,2024
230202,277686,2250.5263,2024
220402,414750,1632.8251,2024
370505,258665,137.7583,2024
350921,445202,297.1946,2024
350922,344630,144.915,2024
350923,145453,97.9825,2024
350924,187751,130.1538,2024
510121,768501,665.5893,2024
321102,646787,2009.5277,2024
510129,537825,420.2575,2024
210604,199245,298.3012,2024
650402,290667,21.2932,2024
210603,510238,1948.7484,2024
411603,1039810,778.431,2024
210602,236697,2498.4165,2024
411602,718007,2136.6787,2024
420528,412598,120.7739,2024
420527,389124,171.2519,2024
420526,181918,78.6481,2024
420525,196621,112.5334,2024
420529,198108,83.8841,2024
460106,614397,2048.709,2024
130828,446012,49.479,2024
460105,354491,719.4092,2024
320281,1695154,1713.4659,2024
130826,378587,43.3678,2024
320282,1315242,668.2286,2024
130827,264502,137.1324,2024
510131,256684,442.0029,2024
460108,653621,1274.1558,2024
341181,636612,363.9439,2024
460107,519293,557.1653,2024
341182,562624,239.5949,2024
370502,800192,726.4953,2024
370503,261408,134.2194,2024
410725,690716,527.6603,2024
410724,426660,905.5607,2024
370982,1401419,725.8073,2024
410727,787128,640.3226,2024
370983,1006236,787.006,2024
410726,413661,466.1316,2024
410721,395050,1025.6094,2024
450303,165497,3267.3227,2024
450302,175993,3984.9463,2024
450305,306022,4402.5493,2024
450304,294760,3270.4539,2024
360702,768493,1298.3002,2024
360703,754782,433.0776,2024
629800,5730,51.4945,2024
150428,252023,82.0354,2024
150429,582443,134.7643,2024
350902,439647,310.7884,2024
150430,584483,70.8298,2024
450312,472469,210.2098,2024
450311,86986,287.5039,2024
231102,223455,15.5806,2024
430321,1025619,479.3598,2024
420506,565494,165.2902,2024
440115,280059,386.1485,2024
420505,64368,539.2046,2024
440114,1007555,1041.4328,2024
420504,112246,209.7321,2024
440113,1876877,3654.5861,2024
420503,177096,2104.0075,2024
440112,903086,1871.9708,2024
440111,2336231,3491.565,2024
420982,606339,447.6363,2024
420981,628035,572.3878,2024
130804,68203,468.0836,2024
420502,575517,9390.7897,2024
440118,1107184,686.0329,2024
420984,1083225,654.9958,2024
440117,624707,315.0409,2024
450321,288493,201.3489,2024
511402,861414,646.9746,2024
450323,380221,165.0203,2024
410703,199195,3101.1781,2024
410702,492313,3185.28,2024
511403,305161,655.7745,2024
410704,158045,1356.5118,2024
150426,457999,38.55,2024
450329,156359,80.7946,2024
450328,164392,67.4002,2024
150424,212376,56.1712,2024
150425,225530,11.9327,2024
150422,348481,53.8208,2024
450325,349814,149.9153,2024
150423,186861,18.7219,2024
450324,671696,170.01,2024
450327,247883,135.2499,2024
150421,289923,21.9083,2024
450326,246742,88.2569,2024
440104,1311905,39104.5573,2024
440103,920309,14743.5615,2024
140621,255711,155.3567,2024
140622,349501,209.0933,2024
140623,118895,59.4473,2024
440106,1492633,11098.4644,2024
440105,1642059,17800.8168,2024
450332,265673,125.2275,2024
371403,601794,496.2928,2024
430304,311819,1531.7639,2024
130821,341815,93.9561,2024
130824,305854,101.6981,2024
130825,396247,72.5578,2024
450330,392655,206.805,2024
371402,714830,1353.5734,2024
130822,329636,104.8395,2024
430781,250686,449.7632,2024
410711,355581,3618.2454,2024
430302,635986,1416.4404,2024
441424,1122098,346.6713,2024
360735,296096,188.213,2024
441423,509360,188.0841,2024
441422,397520,162.5396,2024
360733,472569,174.8207,2024
360734,305518,129.9298,2024
360731,907236,313.8996,2024
360732,765031,237.8281,2024
360730,841939,208.0816,2024
230231,552654,153.5658,2024
441427,216997,226.3602,2024
230230,282244,135.4523,2024
441426,242066,175.8632,2024
350925,118525,113.9682,2024
511423,323293,170.1053,2024
350926,92077,171.2761,2024
511424,149669,334.8684,2024
511421,1320524,506.4914,2024
511425,177392,458.1452,2024
150404,609041,108.0192,2024
150402,457684,938.6498,2024
150403,408876,439.3359,2024
360728,183767,137.46,2024
360729,191638,124.4675,2024
360726,362438,154.0806,2024
230229,427103,134.0376,2024
220421,376915,149.3102,2024
230227,294470,73.5599,2024
140602,534980,301.5779,2024
140603,218139,93.5482,2024
220422,342202,155.8445,2024
230225,390003,81.2524,2024
230224,320048,81.4163,2024
230223,509169,138.4613,2024
230221,603682,102.4937,2024
451203,593732,153.7709,2024
510104,768380,12657.3281,2024
451202,351182,149.746,2024
530181,362132,277.5382,2024
510106,1247906,11614.8199,2024
130802,519877,793.2937,2024
510105,846458,12568.7177,2024
130803,158219,348.1934,2024
510108,1075958,9826.1174,2024
510107,1447939,11944.0187,2024
210624,432417,68.7489,2024
650422,125414,7.5815,2024
650421,245600,6.2104,2024
520381,254808,138.4536,2024
520382,578736,323.889,2024
330102,1072289,8944.1265,2024
330109,1351969,1316.3642,2024
445322,418827,214.2617,2024
330105,1090957,11100.9988,2024
513224,76657,9.1904,2024
330106,874386,2833.4668,2024
513223,111361,28.5794,2024
513222,49352,11.4178,2024
330108,333665,4612.0856,2024
513221,106870,26.1744,2024
320302,422148,4030.0777,2024
